subj,exp_num,env_num,item_num,trial_num,dot_color
A2OG4QIW2BK2EV,1,13,14,29,1
A2OG4QIW2BK2EV,1,13,15,29,1
A27GZN1JOOIAUW,1,3,1,30,1
A27GZN1JOOIAUW,1,3,2,30,1
A27GZN1JOOIAUW,1,3,3,30,1
A27GZN1JOOIAUW,1,3,4,30,1
A27GZN1JOOIAUW,1,3,5,30,1
A27GZN1JOOIAUW,1,3,6,30,1
A27GZN1JOOIAUW,1,3,7,30,1
A27GZN1JOOIAUW,1,3,8,30,1
A27GZN1JOOIAUW,1,3,9,30,1
A27GZN1JOOIAUW,1,3,10,30,1
A27GZN1JOOIAUW,1,3,11,30,1
A27GZN1JOOIAUW,1,3,12,30,1
A27GZN1JOOIAUW,1,3,13,30,1
A27GZN1JOOIAUW,1,3,14,30,2
A27GZN1JOOIAUW,1,3,15,30,2
A1J4AZL6MZ675U,1,16,1,31,6
A1J4AZL6MZ675U,1,16,2,31,2
A1J4AZL6MZ675U,1,16,3,31,4
A1J4AZL6MZ675U,1,16,4,31,11
A1J4AZL6MZ675U,1,16,5,31,8
A1J4AZL6MZ675U,1,16,6,31,5
A1J4AZL6MZ675U,1,16,7,31,12
A1J4AZL6MZ675U,1,16,8,31,7
A1J4AZL6MZ675U,1,16,9,31,13
A1J4AZL6MZ675U,1,16,10,31,8
A1J4AZL6MZ675U,1,16,11,31,1
A1J4AZL6MZ675U,1,16,12,31,10
A1J4AZL6MZ675U,1,16,13,31,1
A1J4AZL6MZ675U,1,16,14,31,3
A1J4AZL6MZ675U,1,16,15,31,9
A2OG4QIW2BK2EV,1,24,1,32,1
A2OG4QIW2BK2EV,1,24,2,32,1
A2OG4QIW2BK2EV,1,24,3,32,1
A2OG4QIW2BK2EV,1,24,4,32,1
A2OG4QIW2BK2EV,1,24,5,32,1
A2OG4QIW2BK2EV,1,24,6,32,1
A2OG4QIW2BK2EV,1,24,7,32,1
A2OG4QIW2BK2EV,1,24,8,32,1
A2OG4QIW2BK2EV,1,24,9,32,1
A2OG4QIW2BK2EV,1,24,10,32,1
A2OG4QIW2BK2EV,1,24,11,32,1
A2OG4QIW2BK2EV,1,24,12,32,1
A2OG4QIW2BK2EV,1,24,13,32,1
A2OG4QIW2BK2EV,1,24,14,32,1
A2OG4QIW2BK2EV,1,24,15,32,1
A3VOPY97R1SRJ4,1,19,1,33,1
A3VOPY97R1SRJ4,1,19,2,33,2
A3VOPY97R1SRJ4,1,19,3,33,2
A3VOPY97R1SRJ4,1,19,4,33,4
A3VOPY97R1SRJ4,1,19,5,33,4
A3VOPY97R1SRJ4,1,19,6,33,4
A3VOPY97R1SRJ4,1,19,7,33,6
A3VOPY97R1SRJ4,1,19,8,33,3
A3VOPY97R1SRJ4,1,19,9,33,3
A3VOPY97R1SRJ4,1,19,10,33,5
A3VOPY97R1SRJ4,1,19,11,33,5
A3VOPY97R1SRJ4,1,19,12,33,5
A3VOPY97R1SRJ4,1,19,13,33,6
A3VOPY97R1SRJ4,1,19,14,33,6
A3VOPY97R1SRJ4,1,19,15,33,2
A27GZN1JOOIAUW,1,5,1,34,2
A27GZN1JOOIAUW,1,5,2,34,2
A27GZN1JOOIAUW,1,5,3,34,2
A27GZN1JOOIAUW,1,5,4,34,2
A27GZN1JOOIAUW,1,5,5,34,2
A27GZN1JOOIAUW,1,5,6,34,2
A27GZN1JOOIAUW,1,5,7,34,2
A27GZN1JOOIAUW,1,5,8,34,3
A27GZN1JOOIAUW,1,5,9,34,3
A27GZN1JOOIAUW,1,5,10,34,1
A27GZN1JOOIAUW,1,5,11,34,1
A27GZN1JOOIAUW,1,5,12,34,1
A27GZN1JOOIAUW,1,5,13,34,1
A27GZN1JOOIAUW,1,5,14,34,1
A27GZN1JOOIAUW,1,5,15,34,1
A2OG4QIW2BK2EV,1,12,1,35,1
A2OG4QIW2BK2EV,1,12,2,35,1
A2OG4QIW2BK2EV,1,12,3,35,1
A2OG4QIW2BK2EV,1,12,4,35,1
A2OG4QIW2BK2EV,1,12,5,35,1
A2OG4QIW2BK2EV,1,12,6,35,1
A2OG4QIW2BK2EV,1,12,7,35,1
A2OG4QIW2BK2EV,1,12,8,35,1
A2OG4QIW2BK2EV,1,12,9,35,1
A2OG4QIW2BK2EV,1,12,10,35,1
A2OG4QIW2BK2EV,1,12,11,35,1
A2OG4QIW2BK2EV,1,12,12,35,1
A2OG4QIW2BK2EV,1,12,13,35,1
A2OG4QIW2BK2EV,1,12,14,35,1
A2OG4QIW2BK2EV,1,12,15,35,1
A27GZN1JOOIAUW,1,1,1,36,1
A27GZN1JOOIAUW,1,1,2,36,1
A27GZN1JOOIAUW,1,1,3,36,1
A27GZN1JOOIAUW,1,1,4,36,1
A27GZN1JOOIAUW,1,1,5,36,1
A27GZN1JOOIAUW,1,1,6,36,3
A27GZN1JOOIAUW,1,1,7,36,3
A27GZN1JOOIAUW,1,1,8,36,3
A27GZN1JOOIAUW,1,1,9,36,3
A27GZN1JOOIAUW,1,1,10,36,3
A27GZN1JOOIAUW,1,1,11,36,2
A27GZN1JOOIAUW,1,1,12,36,2
A27GZN1JOOIAUW,1,1,13,36,2
A27GZN1JOOIAUW,1,1,14,36,2
A27GZN1JOOIAUW,1,1,15,36,2
A3VOPY97R1SRJ4,1,12,1,37,1
A3VOPY97R1SRJ4,1,12,2,37,1
A3VOPY97R1SRJ4,1,12,3,37,6
A3VOPY97R1SRJ4,1,12,4,37,6
A3VOPY97R1SRJ4,1,12,5,37,5
A3VOPY97R1SRJ4,1,12,6,37,5
A3VOPY97R1SRJ4,1,12,7,37,2
A3VOPY97R1SRJ4,1,12,8,37,4
A3VOPY97R1SRJ4,1,12,9,37,4
A3VOPY97R1SRJ4,1,12,10,37,4
A3VOPY97R1SRJ4,1,12,11,37,3
A3VOPY97R1SRJ4,1,12,12,37,2
A3VOPY97R1SRJ4,1,12,13,37,3
A3VOPY97R1SRJ4,1,12,14,37,3
A3VOPY97R1SRJ4,1,12,15,37,2
A2OG4QIW2BK2EV,1,5,1,38,1
A2OG4QIW2BK2EV,1,5,2,38,1
A2OG4QIW2BK2EV,1,5,3,38,1
A2OG4QIW2BK2EV,1,5,4,38,1
A2OG4QIW2BK2EV,1,5,5,38,1
A2OG4QIW2BK2EV,1,5,6,38,1
A2OG4QIW2BK2EV,1,5,7,38,1
A2OG4QIW2BK2EV,1,5,8,38,1
A2OG4QIW2BK2EV,1,5,9,38,1
A2OG4QIW2BK2EV,1,5,10,38,1
A2OG4QIW2BK2EV,1,5,11,38,1
A2OG4QIW2BK2EV,1,5,12,38,1
A2OG4QIW2BK2EV,1,5,13,38,1
A2OG4QIW2BK2EV,1,5,14,38,1
